raw_tweet,month,label,created_at,id,retweeted,favorite_count,retweet_count,cleaned_tweet
"In this television interview with @VictoriaSanchez @ABC7News I discuss  #COVID19 restaurant modifications. The closer things mimic the outdoors, the safer (in general) https://t.co/eQnPHfcPN7",November,Expert,Thu Nov 12 05:34:07 +0000 2020,1.3267601627917107e+18,False,5.0,1.0,television interview discuss restaurant modification close thing mimic outdoor safe general
In this piece I'm quoted about the value of targeted public health approaches guided by epidemiological data when it comes to controlling #COVID19 https://t.co/m5n5Tj7Qwm,November,Expert,Thu Nov 12 05:45:57 +0000 2020,1.3267631400302797e+18,False,11.0,3.0,piece quote value target public health approach guide epidemiological datum come control
In this @kelseyborresen  @HuffPost piece I'm quoted about Thanksgiving and #COVID19. I don't really do anything major so it's not a major impact for me (except the people watching at a dive bar I like to do) https://t.co/Bz96hZy4wx,November,Expert,Thu Nov 12 05:51:51 +0000 2020,1.3267646242729083e+18,False,13.0,0.0,piece quote thanksgiving really anything major major impact except people watch dive bar like
"While these tools use a number of assumptions, they help answer the types of questions people have as they make decisions about socializing. I hope it can help to deter super spreading. https://t.co/sp0WMw4EZR",November,Expert,Thu Nov 12 05:58:26 +0000 2020,1.3267662834053202e+18,False,20.0,8.0,tool use number assumption help answer type question people make decision socialize hope help deter super spreading
"RT @EricTopol: And here are the facts @ScienceMagazine via @sciencecohen 
https://t.co/7Lx99b0yet
""On 3 November, they hit the 62 mark .. I…",November,Expert,Thu Nov 12 06:27:30 +0000 2020,1.3267735960191672e+18,False,0.0,46.0,fact via hit mark
"Love the way @StephenAtHome says Bamlanivimab :-)
(Lilly's #SARSCoV2 monoclonal antibody)
https://t.co/LpR8XU6DqW
@colbertlateshow https://t.co/oBMXGQwEoc",November,Expert,Thu Nov 12 06:29:34 +0000 2020,1.326774115445973e+18,False,105.0,14.0,way say
"North Dakota is literally at a point where they are allowing healthcare workers who have #covid19 to keep working because of staff shortages. We are 9 months into this epidemic. We have been through 2 waves. And we let it get to this again @DougBurgum 

https://t.co/16ZE4o4fuz",November,Expert,Thu Nov 12 07:08:53 +0000 2020,1.326784012233429e+18,False,145.0,56.0,literally point allow worker keep work staff shortage month epidemic wave let get
@mrhawkes @apoorva_nyc @lizditz I believe we can use frequent inexpensive antigen tests as a stop gap for vaccines to suppress outbreaks through wide distribution and frequent use.,November,Expert,Thu Nov 12 08:45:08 +0000 2020,1.3268082356644372e+18,False,4.0,0.0,believe use frequent inexpensive antigen test stop gap vaccine suppress outbreak wide distribution frequent use
"RT @NSWHealth: Even if you’re wearing a face mask, it’s really important to keep your distance from others, unless you live together.

Find…",November,Expert,Thu Nov 12 09:36:58 +0000 2020,1.326821276523012e+18,False,0.0,36.0,even wear face mask really important keep distance unless live
Covid-19: New community case in Auckland with no clear link to the border https://t.co/90IPGyGAyf,November,Expert,Thu Nov 12 09:41:51 +0000 2020,1.32682250762249e+18,False,23.0,7.0,new community case clear link border
"RT @JeremyFarrar: Approach being proposed by President-elect Joe Biden's Covid-19 advisory panel ""a four to six week lockdown could bring t…",November,Expert,Thu Nov 12 09:43:26 +0000 2020,1.3268229034515128e+18,False,0.0,42.0,approach propose president elect joe advisory panel four six week could bring
RT @CellPressNews: Data suggests those who recover quickly from #COVID19 produce sustained levels of #antibodies against #SARSCoV2. Read ab…,November,Expert,Thu Nov 12 09:47:53 +0000 2020,1.3268240272020726e+18,False,0.0,55.0,datum suggest recover quickly produce sustain level antibody read
RT @sciam: Yesterday @CDCgov updated its guidance on cloth masks to add that they can protect the wearer as well as prevent that individual…,November,Expert,Thu Nov 12 09:49:07 +0000 2020,1.326824335135318e+18,False,0.0,208.0,yesterday update guidance cloth mask add protect wearer well prevent individual
#COVID19 &amp; insecurity are teaming up to undermine peace &amp; stability. But we don’t need to let them win. Let’s come together &amp; foster national unity &amp; global solidarity to end the pandemic. Here is @PascalLAMYPPF &amp; my Op-Ed on how to choose the right path. https://t.co/75UUjhbalH,November,Expert,Thu Nov 12 10:13:44 +0000 2020,1.3268305289353748e+18,False,193.0,33.0,insecurity team undermine peace stability need let win come together foster national unity global solidarity end pandemic choose right path
My latest for @thenation. @realDonaldTrump and @senatemajldr? Deadlier than a virus. #COVID19 @peterstaley  https://t.co/6ixTCdGn7q,November,Expert,Thu Nov 12 10:54:56 +0000 2020,1.3268408984712684e+18,False,57.0,22.0,late deadly virus
"RT @trvrb: After posting about sharply rising #COVID19 cases Friday, there were multiple replies to the effect of ""but deaths aren't going…",November,Expert,Thu Nov 12 11:04:33 +0000 2020,1.3268433190544384e+18,False,0.0,775.0,post sharply rise case multiple reply effect death go
"""But the scale of the response we need right now to confront the pandemic &amp; its economic and social costs is nothing short of a domestic Marshall Plan. Right now, McConnell is the one thing blocking our road to recovery. He is even deadlier than a virus."" https://t.co/6ixTCdGn7q",November,Expert,Thu Nov 12 11:17:05 +0000 2020,1.3268464736282255e+18,False,194.0,49.0,scale response need right confront pandemic economic social cost nothing short domestic plan right one thing block road recovery even deadly virus
"RT @CyrilPedia: 'We desperately need to get real, substantial support to ordinary Americans—not to the corporations who dined so well on th…",November,Expert,Thu Nov 12 11:21:26 +0000 2020,1.326847568781906e+18,False,0.0,10.0,desperately need get real substantial support ordinary corporation dine well th
"With a meteoric rise in deaths, talk of waves is misguided, say Covid-19 modelers
""calling this a second or third wave is incorrect because there was never a significant trough before cases began mounting again'
-no kidding https://t.co/eX0BxL5QiP",November,Expert,Thu Nov 12 11:22:56 +0000 2020,1.326847946030084e+18,False,238.0,76.0,meteoric rise death talk wave misguided say second third wave incorrect never significant trough case begin mount
"We can now save 150,000 lives by Jan 20, 2021, lives lost from #COVID19 predominantly in red states. Given POTUS is missing in action we need prominent Republicans to call on the Governors, local officials to implement mask mandates, social distancing to halt hospital surges.",November,Expert,Thu Nov 12 11:40:03 +0000 2020,1.3268522544486195e+18,False,202.0,49.0,save life life lose predominantly red state give miss action need prominent republican call governor local official implement mask mandate social halt hospital surge
"We don’t have to do this in perpetuity, good vaccines are coming. Right now we can save the lives of 150,000 mothers fathers brothers sisters across the Heartland. Prevent an unfolding humanitarian tragedy becoming a slaughter",November,Expert,Thu Nov 12 11:42:22 +0000 2020,1.326852837356286e+18,False,329.0,44.0,perpetuity good vaccine come right save life mother father brother sister across heartland prevent unfold humanitarian tragedy become slaughter
"RT @drrenezweig: .@NYCMayor @DOEChancellor — 

“We need to prioritize schools, &amp; we need to think about innovative &amp; safe ways to keep as m…",November,Expert,Thu Nov 12 11:47:47 +0000 2020,1.3268541990622413e+18,False,0.0,6.0,need school need think innovative safe way keep
RT @Craig_A_Spencer: COVID19 currently has 531 electoral votes and is a strong favorite for all 4 in Maine. https://t.co/98qIiKFhyz,November,Expert,Thu Nov 12 12:11:56 +0000 2020,1.3268602783410012e+18,False,0.0,5715.0,currently electoral vote strong favorite
"@Neoavatara Dear Pradheep. You can try to ""both sides"" this but a bill passed out of the House and McConnell told Trump explicitly to block any stimulus bill, even as Mnuchin and Pelosi negotiated. https://t.co/FTmt25nTSa",November,Expert,Thu Nov 12 12:24:02 +0000 2020,1.3268633201047593e+18,False,0.0,0.0,dear try side bill pass house tell trump explicitly block stimulus bill even negotiate
RT @MarkRTurner: Where will poorer countries stand in the queue for a Covid-19 vaccine? @clarewenham and I wrote this explainer piece for t…,November,Expert,Thu Nov 12 12:46:44 +0000 2020,1.326869033128489e+18,False,0.0,7.0,poor country stand queue vaccine write explainer piece
"And we pass 145K cases a day yesterday. 

""As coronavirus soars, hospitals hope to avoid an agonizing choice: Who gets care and who goes home""  https://t.co/NMVqzp2RAT",November,Expert,Thu Nov 12 13:13:31 +0000 2020,1.3268757764745216e+18,False,23.0,23.0,pass case day yesterday soar hospital hope avoid choice get care go home
"RT @rvenkayya: THREAD
In light of the Pfizer #vaccine news, a natural question is whether it's feasible to develop “better” #COVID19 vaccin…",November,Expert,Thu Nov 12 13:24:40 +0000 2020,1.3268785804842803e+18,False,0.0,62.0,light vaccine news natural question whether feasible develop well
RT @CarlosdelRio7: The Surging Coronavirus Finds a Federal Leadership Vacuum https://t.co/25aQMZDXQH I spoke to @SherylNYT yesterday about…,November,Expert,Thu Nov 12 13:44:09 +0000 2020,1.3268834854921462e+18,False,0.0,20.0,surge find federal leadership vacuum speak yesterday
"The fact we still have indoor dining and bars open across the country with 144K cases and over 1500 deaths and climbing shows us where our priorities are. 

We need to provide economic relief packages so these businesses will shut down so we have a chance to contain #COVID19",November,Expert,Thu Nov 12 14:04:34 +0000 2020,1.3268886201632973e+18,False,271.0,60.0,fact still indoor dining bar open across country case death climbing show priority need provide economic relief package business shut chance contain
"RT @elizashapiro: 🚨 NYC is on the brink of shutting down its entire school system - could be in just a few days unless numbers improve. 
Th…",November,Expert,Thu Nov 12 14:05:02 +0000 2020,1.326888739688362e+18,False,0.0,761.0,brink shut entire school system could day unless number improve
"To curb COVID, we've got to follow the SCIENCE:
- Masks
- Social distancing: 6 feet apart
- Outdoors (rather than indoors)
- Ventilation: open windows &amp; doors
- Get tested
- Cooperate with contact tracers https://t.co/0OQ47fbj1h",November,Expert,Thu Nov 12 14:18:00 +0000 2020,1.3268920014432133e+18,False,181.0,38.0,curb get follow social foot outdoors rather ventilation open window get contact tracer
"There's a place for rapid testing and at-home screening. I think it's important to empower people and engage them in efforts to stem the tide of the pandemic.

But this is a new diagnostic frontier. DIY tests must come with clear, actionable guidance for those testing positive. https://t.co/GmAcTzLVHA",November,Expert,Thu Nov 12 14:19:22 +0000 2020,1.3268923468819456e+18,False,95.0,10.0,place rapid testing home screening think important empower people engage effort stem tide new diagnostic frontier test must come clear actionable guidance test positive
"I know you are tired of  #COVID19 

But do us a favor: Suck it up for a few more months.  

Scientists/public health experts/HCW have been busting our butts for &gt;10 months fighting w/ everything we've got.

Don't waste our efforts. #Wearamask, #FlattenTheCurve #staysafe.",November,Expert,Thu Nov 12 14:19:47 +0000 2020,1.3268924508882412e+18,False,152.0,37.0,know tired favor suck month public health expert bust butt month fight everything waste effort
Our covid times :-) https://t.co/I9rMjcQj6d,November,Expert,Thu Nov 12 14:28:47 +0000 2020,1.3268947150530929e+18,False,226.0,36.0,time
"“I’m afraid they looked at the results of Pfizer and added 2%.”

That's one way to conduct an interim analysis on a vaccine candidate.

https://t.co/ffJhoSCkne",November,Expert,Thu Nov 12 14:45:33 +0000 2020,1.3268989364480778e+18,False,162.0,37.0,afraid look result add one way conduct interim analysis vaccine
"RT @SquawkCNBC: ""For 2021, what's going to likely happen is the vaccine you get is the vaccine that's available in the place you went into…",November,Expert,Thu Nov 12 14:49:47 +0000 2020,1.3269000011387412e+18,False,0.0,33.0,go likely happen vaccine get vaccine available place go
"RT @JHSPH_CHS: The @Pfizer news this week ""is great not only for COVID-19 but for a proof-of-concept of how a vaccine development process c…",November,Expert,Thu Nov 12 15:05:15 +0000 2020,1.3269038940904038e+18,False,0.0,15.0,news week great proof concept vaccine development process c
"There is no better example of that than Thanksgiving. 

If only 100,000 Thanksgiving dinners transmit ONE new case of COVID-19, and those 100,000 transmit to 100,000 more, we continue to spread this virus, exponentially. 

Like drops of gasoline on a wildfire. 

6/",November,Expert,Thu Nov 12 15:06:22 +0000 2020,1.3269041760272507e+18,False,272.0,55.0,well example thanksgiving thanksgiving dinner transmit one new case transmit continue spread virus exponentially drop gasoline wildfire
RT @AlurienDorlas: It is a pandemic. We can’t magically manufacture trained medical professionals to deal with this. Stay home. Wear a mask…,November,Expert,Thu Nov 12 15:11:42 +0000 2020,1.3269055152979436e+18,False,0.0,11.0,pandemic magically manufacture train medical professional deal stay home wear mask
"@Crof I can't imagine why they wouldn't want to work when they are #COVID19 positive. It's almost like they value their life over a system that has failed them and treats them like a commodity. 

Perhaps we should start treating our healthcare workers like the heroes they are",November,Expert,Thu Nov 12 15:18:49 +0000 2020,1.326907308887208e+18,False,8.0,2.0,imagine would want work positive almost like value life system fail treat like commodity start treat worker like hero
"@Biomaven @zipjet That is completely false. Pfizer is not part of Operation Warp Speed. 

Also look at anyone who is reputable in public health and we have been saying the same thing the entire time.

https://t.co/N1rmyUiVb2",November,Expert,Thu Nov 12 15:22:02 +0000 2020,1.3269081154770248e+18,False,1.0,0.0,completely false part operation warp speed look anyone reputable public health say thing entire
"Checking temperatures and filling out daily attestations is, simply, performative.

It cannot substitute for regular, scheduled, surveillance testing.

Unfortunately, testing is still hard to come by (and expensive), &amp; too frequently misinterpreted. 
https://t.co/pSSDPbGNG9",November,Expert,Thu Nov 12 15:25:56 +0000 2020,1.3269090988861153e+18,False,12.0,0.0,temperature fill daily attestation simply substitute regular schedule surveillance testing still hard come expensive frequently misinterpret
"Masking works, too. Even the CDC now agrees!

But even in my home state of RI, with a mask mandate in place, only 50% of ppl are wearing masks when outside of their home.

We are so far behind the 8 ball in messaging.
https://t.co/54PNhl8KMg",November,Expert,Thu Nov 12 15:25:56 +0000 2020,1.326909100085703e+18,False,10.0,0.0,work even even home state mask mandate place wear mask outside far behind ball
"Meanwhile, each day will bring new records of people sick, people hospitalized, and people dying.

https://t.co/92SMZ9hefR",November,Expert,Thu Nov 12 15:25:57 +0000 2020,1.3269091011174195e+18,False,8.0,0.0,day bring new record people sick people hospitalize people
RT @wolfblitzer: It’s time for outgoing @realDonaldTrump coronavirus experts to start working with incoming @JoeBiden experts to deal with…,November,Expert,Thu Nov 12 15:27:58 +0000 2020,1.3269096089973678e+18,False,0.0,700.0,time outgoing expert start work incoming expert deal
RT @SCOTTeHENSLEY: @VirusesImmunity @TRRaju1 I agree with @VirusesImmunity and we are willing to directly compare pre-pandemic samples coll…,November,Expert,Thu Nov 12 15:48:10 +0000 2020,1.326914694934913e+18,False,0.0,6.0,agree willing directly compare pandemic sample coll
In this @InfectDisNews piece @ClancyNeil and I give our perspectives on the Biden #COVID19 task force https://t.co/v3vZ16lHIp,November,Expert,Thu Nov 12 15:52:44 +0000 2020,1.3269158440860426e+18,False,3.0,1.0,piece give perspective task force
"RT @califf001: If Francis Collins is holding off on Thanksgiving, so can we. His devotion to family is palpable, but given that things will…",November,Expert,Thu Nov 12 15:58:36 +0000 2020,1.326917317503148e+18,False,0.0,96.0,collins hold thanksgiving devotion family palpable give thing
Important case/thread here- immunocompromised patient w/ #covid19 - tissue studies showing extensive spread throughout the body. https://t.co/nAntpOwaaB,November,Expert,Thu Nov 12 16:02:46 +0000 2020,1.3269183673164718e+18,False,4.0,4.0,case thread patient tissue study show extensive spread throughout body
"Winter is going to make this pandemic more difficult for a whole range of reasons. The cold and dark is going to mean people want to be inside, but indoors is so much riskier for transmission! 

Spending time outside is important, and the key is dressing warmly
#MassSupport https://t.co/po6FfnRkMp",November,Expert,Thu Nov 12 16:16:31 +0000 2020,1.3269218293579366e+18,False,49.0,5.0,go make pandemic difficult whole range reason cold dark go mean people want inside indoor much risky transmission time outside important key dress
"Yes, ""the world needs them""
Rapid home #SARSCoV2 antigen tests. Should have been available in every household in April. It is the most important thing we could do right now besides aggressive mitigation strategies. FDA paternalism is the major obstacle.
https://t.co/jD03bhv5nI https://t.co/v4es348q4b",November,Expert,Thu Nov 12 16:32:17 +0000 2020,1.326925796598952e+18,False,329.0,84.0,world need home antigen test available every household important thing could right besides aggressive mitigation strategy paternalism major
RT @TomVargheseJr: As @EricTopol @ashishkjha @choo_ek @meganranney and others have noted - it has been a catastrophic response till date in…,November,Expert,Thu Nov 12 16:32:43 +0000 2020,1.3269259057139016e+18,False,0.0,2.0,note catastrophic response till date
"Good policy work here, will provide flexibility for the delivery of the Covid antibodies in alternate sites of care; including potentially for home infusion. This can expand access — especially to underserved communities. @LillyPad @Regeneron @CMSGov @SeemaCMS https://t.co/uRd85SZRd8",November,Expert,Thu Nov 12 16:36:51 +0000 2020,1.3269269466395034e+18,False,148.0,29.0,policy work provide flexibility delivery antibody alternate site care include potentially home infusion expand access especially community
A3. This is very promising data because it gives us proof of concept that we can build vaccines against this virus! And that new technology of messenger RNA vaccines may be effective! Another company has similar vaccine candidate  which could also be successful  #MassSupport https://t.co/bvUHzZsEx4,November,Expert,Thu Nov 12 16:54:57 +0000 2020,1.326931500923822e+18,False,9.0,1.0,promising datum give proof concept build vaccine virus new technology messenger vaccine may effective another company similar vaccine candidate could also successful
"RT @ChelseaClinton: Please read Dara Kass on Thanksgiving and the holidays and how to keep ourselves, families and communities safe from #c…",November,Expert,Thu Nov 12 17:01:25 +0000 2020,1.3269331283429908e+18,False,0.0,114.0,please read thanksgiving holiday keep family community safe c
"We're short on any proven early intervention therapies for #COVID19. A small (N=152) remote (siteless) randomized trial today of fluvoxamine, an immune response modulator, has some encouraging data. Hope it's not a fluke.
https://t.co/aWA5SAKXK2
@JAMA_current  @WUSTLmed",November,Expert,Thu Nov 12 17:06:54 +0000 2020,1.326934508273197e+18,False,126.0,25.0,short prove early intervention therapy small remote trial today immune response modulator encouraging datum hope
"Two New Studies On Coronavirus Cases In United States Military Environments.

Lots of asymptomatic spread.

Implies (as @ashishkjha tweeted last night) that we need to be more aggressive about testing asymptomatic people.

https://t.co/mo5pre1tqu via @Brief_19",November,Expert,Thu Nov 12 17:10:26 +0000 2020,1.32693539759582e+18,False,29.0,9.0,new study case united military asymptomatic tweet last night need aggressive test asymptomatic via
"We need a lockdown with economic support now. 

The situation in the #UnitedStates is  tragic. 

Please like and retweet if you agree.",November,Expert,Thu Nov 12 17:12:51 +0000 2020,1.3269360030184284e+18,False,382.0,169.0,need economic support situation tragic like agree
"RT @MSF_USA: In response to COVID-19 in the US, our teams ran projects in key sites from April-October. 

Here's more about that work - fro…",November,Expert,Thu Nov 12 17:17:34 +0000 2020,1.32693719322769e+18,False,0.0,135.0,response team run project key site work fro
"I'm not a big gambler, but in this case I'd wager that Washingtonians are in for a new set of stay home orders. https://t.co/VeRZKRjrgL",November,Expert,Thu Nov 12 17:18:26 +0000 2020,1.3269374085756887e+18,False,86.0,17.0,big gambler case would wager new set stay home order
RT @DoctorsForBiden: Doctors Without Borders works in countries that are facing disasters and do not have enough resources to deliver care.…,November,Expert,Thu Nov 12 17:18:26 +0000 2020,1.3269374110798438e+18,False,0.0,100.0,doctor without border work country face disaster enough resource deliver care
This is why we quarantine for 14 days after an exposure. https://t.co/CjUukwCJ0b,November,Expert,Thu Nov 12 17:19:57 +0000 2020,1.3269377937220116e+18,False,325.0,54.0,quarantine day exposure
RT @celinegounder: We've been saying this for months. POTUS needs to invoke the DEFENSE PRODUCTION ACT. How is it that the U.S. is AGAIN ru…,November,Expert,Thu Nov 12 17:24:07 +0000 2020,1.3269388420419707e+18,False,0.0,242.0,say month need invoke defense production act
"On #WorldPneumoniaDay, let's remember that some people with #COVID19 develop pneumonia. To stay safe: 
-#WashYourHands 
-#WearAMask
-Keep physical distance
-Cough, sneeze safely
-Open windows as much as possible 

We are #InThisTogether!

https://t.co/OG4obvjav6",November,Expert,Thu Nov 12 17:39:44 +0000 2020,1.3269427713542267e+18,False,294.0,101.0,let remember people develop pneumonia stay safe keep physical cough sneeze open window much possible
RT @EPIDEMICpodcast: We were very fortunate to have @RonaldKlain join Dr @celinegounder as co-host of EPIDEMIC for our first 25 episodes--c…,November,Expert,Thu Nov 12 17:43:56 +0000 2020,1.32694382859144e+18,False,0.0,9.0,fortunate join host epidemic first episode c
The December @EmoryVaccineCtr Vaccine Dinner Club is dedicated to HIV/AIDS. This year we are honored to host @DHavlir @UCSF_ID who will speak on Universal Test and Treat. @Armstrws and I will join her afterwards to discuss implication to #ETE. Register at: https://t.co/ArZG0jXk2H,November,Expert,Thu Nov 12 18:25:04 +0000 2020,1.3269541767489044e+18,False,2.0,1.0,vaccine dinner club year honor host speak universal test treat join afterwards discuss implication register
Just shocking. https://t.co/QKBti41oPp,November,Expert,Thu Nov 12 18:25:50 +0000 2020,1.326954373692289e+18,False,5.0,0.0,shocking
In news that is not at all surprising. It is absolutely unbelievable and reckless that we are letting cruise ships operate while we have record numbers of #COVID19 cases surge across the US and world. It is like we have the shortest memory in the history of the world https://t.co/WjymZ66IUF,November,Expert,Thu Nov 12 18:39:38 +0000 2020,1.3269578461693338e+18,False,168.0,52.0,news surprising absolutely unbelievable reckless let cruise ship operate record number case surge across world like short memory history world
RT @celinegounder: Indoor private gatherings are major spreaders of coronavirus. We let our guard down when we're around friends &amp; family.…,November,Expert,Thu Nov 12 18:40:45 +0000 2020,1.326958126361424e+18,False,0.0,51.0,indoor private gathering major spreader let guard around friend family
"*NEW*: Devastating racial and ethnic #COVID19 mortality data out today.

Check out @APMResearch thread below.

cc: @COVIDOversight @WhipClyburn @JoeBiden @KamalaHarris @TheBlackCaucus https://t.co/ZyDhfZwQQs",November,Expert,Thu Nov 12 18:46:03 +0000 2020,1.3269594611944694e+18,False,154.0,101.0,devastate racial ethnic mortality datum thread
"Georgia short of intensive care nurses as winter threatens surge of coronavirus cases ⁦@ajc⁩ This is THE ISSUE, you may be able to build more bed capacity, buy more PPE, meds and ventilators but you cannot “make up” healthcare workers.   https://t.co/wNPQVXmcgM",November,Expert,Thu Nov 12 18:49:05 +0000 2020,1.3269602224858153e+18,False,72.0,21.0,short intensive care nurse winter threaten surge case issue may able build bed capacity buy ventilator make worker
"What are your Thanksgiving plans? 

I tell @BBCWorld that Americans either need to construct their own 'holiday bubble' or eat outside &amp; far apart if they plan on getting together for the holidays. https://t.co/ZWoRuWw0lw",November,Expert,Thu Nov 12 18:58:39 +0000 2020,1.3269626323483648e+18,False,10.0,4.0,thanksgiving plan tell either need construct holiday bubble eat outside far apart plan get together holiday
"And, as I have discussed earlier, I do not want to mischaracterize Sweden's response. They do have various interventions in place. In many ways, their approach is now similar to that taken in other countries.
https://t.co/KV1UThWlvX",November,Expert,Thu Nov 12 19:07:03 +0000 2020,1.3269647455435612e+18,False,59.0,7.0,discuss early want mischaracterize response various intervention place many way approach similar take
"New @ScienceMagazine: The effect of the dominant D614G #SARSCoV2 variant characterized by engineering it and testing in 2 experimental models 
https://t.co/fiDEseteCj
Enhanced infectivity, transmission; no change in pathogenesis or sensitivity to neutralizing antibodies https://t.co/aI48WARwGs",November,Expert,Thu Nov 12 19:18:06 +0000 2020,1.3269675246095442e+18,False,216.0,76.0,effect dominant g variant characterize engineer test experimental model infectivity transmission change pathogenesis sensitivity neutralize antibody
RT @tylerblack32: I've created an overlay of 2020 onto 2019 to demonstrate the LACK of change in suicides in 2020 in the VA during the pand…,November,Expert,Thu Nov 12 19:32:22 +0000 2020,1.326971117261779e+18,False,0.0,18.0,create overlay onto demonstrate lack change suicide pand
"RT @alexandraphelan: ""Women are getting caught on the front line [eg. risks w PPE made for men] and women are caught at the rear guard [eg.…",November,Expert,Thu Nov 12 19:36:26 +0000 2020,1.326972137924665e+18,False,0.0,47.0,woman getting catch front line risk w make man woman catch rear guard
@DrTomFrieden The way this pandemic is accelerating is simply frightening.,November,Expert,Thu Nov 12 20:08:46 +0000 2020,1.3269802738887598e+18,False,43.0,5.0,way pandemic accelerate simply frightening
"RT @sfchronicle: .@sarahfeldberg traveled across the U.S. during the pandemic.

Experts including @Bob_Wachter, chair of the Department of…",November,Expert,Thu Nov 12 20:13:40 +0000 2020,1.3269815077941576e+18,False,0.0,10.0,travel across include chair department
"We'll get @moderna_tx very soon as the DSMB is reviewing the interim analyses data. That ought to reinforce the hope. Expect efficacy ~90%. It has already been a very big week for a vaccine....and could get bigger. We need all these vaccines to work well!
https://t.co/RewMiuEtsL",November,Expert,Thu Nov 12 20:20:05 +0000 2020,1.3269831244340756e+18,False,186.0,22.0,get soon review interim analysis datum ought reinforce hope expect efficacy already big week vaccine could get big need vaccine work
I need tips for keeping up with the literature. I’m falling terribly behind and feeling like I know nothing (except vaccine-related things). Like ... do y’all have reading time in your calendar? Have you hired a data briefer to your team? What are y’all doing?,November,Expert,Thu Nov 12 20:47:39 +0000 2020,1.326990062521815e+18,False,136.0,4.0,need tip keep literature fall terribly behind feel like know nothing except vaccine relate thing like read time calendar hire data team
"Got questions about the Pfizer vaccine news this week? I have answers and some questions of my own. There's good news too: these interim results bode well for the entire vaccine development landscape.

My latest in @Slate @FutureTenseNow.
https://t.co/vCS03UvjcD",November,Expert,Thu Nov 12 21:07:10 +0000 2020,1.3269949716400456e+18,False,268.0,77.0,question vaccine news week answer question good news interim result bode well entire vaccine development late
RT @NYCHealthSystem: Watch: Drs. @syramadad and @darakass joined @chrislhayes of @MSNBC to discuss how to safely celebrate #Thanksgiving am…,November,Expert,Thu Nov 12 21:32:26 +0000 2020,1.3270013309137756e+18,False,0.0,3.0,watch join discuss safely celebrate thanksgiving
"RT @JoanDetz: “...let me be eminently clear: I'm really, really concerned about where we're heading. And I'm most concerned that no one is…",November,Expert,Thu Nov 12 21:36:50 +0000 2020,1.3270024400555827e+18,False,0.0,2.0,let eminently clear really really concerned head concerned one
A very interesting story. The risk of false-positives when you are doing #SARSCoV2 science (and especially for better diagnostic tests) https://t.co/RyqBb2wWp2,November,Expert,Thu Nov 12 21:39:58 +0000 2020,1.327003225719853e+18,False,110.0,23.0,interesting story risk false positive science especially well diagnostic test
"Containing #COVID is possible with good leadership, following science, wearing masks, avoiding crowds, maintaining distance, and using good hygiene. 

It will be hard for us in the US but we can do it if we come together and realize we are all in this together! https://t.co/s9dZ02gwhL",November,Expert,Thu Nov 12 21:59:53 +0000 2020,1.3270082410506527e+18,False,18.0,8.0,possible good leadership follow science wear mask avoid crowd maintain distance use good hygiene hard come together realize together
"When people get together indoors—eating, drinking, talking, shouting, singing—Covid spreads, especially when people are traveling. Covid will haunt our holidays if we’re not careful.",November,Expert,Thu Nov 12 22:15:07 +0000 2020,1.3270120741788754e+18,False,4613.0,956.0,people get together drinking talk shout spread especially people travel haunt holiday careful
"ICYMI here’s my explanation on why 90% efficacy from Pfizer’s vaccine is exciting BUT probably doesn’t mean what you think it does...

| Pfizer Releases Exciting Vaccine Effectiveness Datum. (Datum Is The Singular Of Data)

https://t.co/HCH25f2Q3G via @Brief_19",November,Expert,Thu Nov 12 22:18:43 +0000 2020,1.3270129778961326e+18,False,40.0,11.0,explanation efficacy vaccine exciting probably mean think release exciting vaccine effectiveness datum datum singular g via
"RT @rvenkayya: Lost in the Pfizer news is the implication for global supply of #COVID #vaccines. We're likely to see more successes, which…",November,Expert,Thu Nov 12 22:21:04 +0000 2020,1.3270135681815798e+18,False,0.0,16.0,lose news implication global supply vaccine likely see success
"RT @kat__stafford: NEW: Black policy leaders will play a pivotal role in President-elect @JoeBiden's transition, marking one of the most di…",November,Expert,Thu Nov 12 22:24:40 +0000 2020,1.3270144748811305e+18,False,0.0,381.0,new black policy leader play pivotal role president elect transition mark one
In this @JohnsHopkinsSPH video @kerinalthoff and I discuss various aspects of Thanksgiving travel in the #COVID19 era (excuse my Skype call interruptions) https://t.co/SpFfscEePX,November,Expert,Thu Nov 12 22:59:11 +0000 2020,1.3270231623752335e+18,False,1.0,0.0,video discuss various aspect thanksgiving travel era excuse call interruption
"So many questions 
1. Why are cruise ships even allowed to operate at the peak of the #pandemic?
2. Who are the people taking cruises?
3. What will happen to this patients with #COVID?
4. Why are we determined to repeat mistakes? Cant we learn from what happened in the spring?
🤦‍♀️ https://t.co/avfOI1YjdM",November,Expert,Thu Nov 12 22:59:23 +0000 2020,1.3270232115240714e+18,False,88.0,13.0,many question cruise ship even allow operate peak people take happen patient determined repeat mistake learn happen
"RT @joshualeskomd: A look at transmission in close quarters from the @USNavy and @USMC, published in @NEJM;
@CDCgov releases an update to m…",November,Expert,Thu Nov 12 23:01:10 +0000 2020,1.3270236596098212e+18,False,0.0,5.0,look transmission close quarter publish release update
"RT @BUexperts: ""The trial isn't finished. And while the press release was quite thorough as far as press releases go, it wasn’t detailed en…",November,Expert,Thu Nov 12 23:08:35 +0000 2020,1.327025529631994e+18,False,0.0,3.0,trial finish press release quite thorough far press release go detailed
